suite_name,run,host_idx,exp_name,mpc.script_name,mpc_type,network_type,mpc.protocol_setup,mpc.domain,mpc.script_args.dataset,consistency_args.type,mpc_time_s,auditing_overhead_s,auditing_overhead_bytes,global_data_sent_bytes,n_rounds
audit_knnshapley_bert_wan,1,1,audit_sample_knnshapley_wan_sh,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,glue_qnli_bert,sha3s,2559911.3820000007,9563737.240092665,1335060950400.0,143118241308000.0,1421222
audit_knnshapley_bert_wan,1,2,audit_sample_knnshapley_wan_sh,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,glue_qnli_bert,sha3s,2559930.3974000006,9563737.24009759,1335060950400.0,143118241308000.0,1660437
audit_knnshapley_bert_wan,3,0,audit_sample_knnshapley_wan_sh,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,glue_qnli_bert,cerebro,2561443.3212999995,11472.562592306998,75665041644.0,143118241308000.0,1660437
audit_knnshapley_bert_wan,3,1,audit_sample_knnshapley_wan_sh,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,glue_qnli_bert,cerebro,2561424.6415999997,11470.453111616998,75665041644.0,143118241308000.0,1421222
audit_knnshapley_bert_wan,3,2,audit_sample_knnshapley_wan_sh,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,glue_qnli_bert,cerebro,2561443.3241999997,11432.733052279998,75665041644.0,143118241308000.0,1660437
audit_knnshapley_bert_wan,5,0,audit_sample_knnshapley_wan_sh,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,glue_qnli_bert,pc,2557042.5942,1073.076667607,75625363118.0,143118241308000.0,1660437
audit_knnshapley_bert_wan,5,1,audit_sample_knnshapley_wan_sh,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,glue_qnli_bert,pc,2557024.0124,1092.755255482,75625363118.0,143118241308000.0,1421222
audit_knnshapley_bert_wan,5,2,audit_sample_knnshapley_wan_sh,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,glue_qnli_bert,pc,2557042.5975,1074.985627236,75625363118.0,143118241308000.0,1660437
audit_knnshapley_wan,1,0,audit_sample_knnshapley_wan,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,adult,sha3s,2877.5632599999994,70259.757762584,13870550400.0,1205881026.0,17378
audit_knnshapley_wan,1,1,audit_sample_knnshapley_wan,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,adult,sha3s,2878.2294099999995,70259.75776271001,13870550400.0,1205881026.0,17325
audit_knnshapley_wan,1,2,audit_sample_knnshapley_wan,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,adult,sha3s,2878.1197099999995,70259.75776241001,13870550400.0,1205881026.0,17378
audit_knnshapley_wan,3,0,audit_sample_knnshapley_wan,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,mnist_full,sha3s,22541.13879,1388489.1380722167,186501950400.0,309800759000.0,174458
